tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
AUS__SAMN18200431	AUS::SAMN18200431	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-01-01	2015-12-31	year	2015		PRJNA695314	ptxP1/fim3-4	provisional_marker_or_published_annotation	SAMN18200431	SAMN18200431	GCA_017357125		ncbi_assembly_download					4093865	67.5	1	4093865	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4093865	67.70694685828673	0.0	1	4093865			True
AUS__SAMN45810550	AUS::SAMN45810550	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-12-01	2015-12-31	month	2015	12	PRJNA1199062				SAMN45810550		SRR31743838	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_2.fastq.gz	41195636;44584824	PAIRED	567244	167126930	PRJNA1199062	SAMN45810550	2015-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_2.fastq.gz	41195636;44584824	85780460	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.912343		True
AUS__SAMN08443771	AUS::SAMN08443771	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-12-31	year	2016		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426916	SAMN08443771	RRASM_SRR8652780	SRR8652780	local_fasta					3858997	67.83	393	20243	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3858997	67.8307860824976	0.0	393	20243			True
AUS__SAMN08443772	AUS::SAMN08443772	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-12-31	year	2016		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426918	SAMN08443772	RRASM_SRR8652779	SRR8652779	local_fasta					3861224	67.83	386	20840	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3861224	67.83071896372756	0.0	386	20840			True
AUS__SAMN45810522	AUS::SAMN45810522	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810522		SRR31743934	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_2.fastq.gz	147758746;154167899	PAIRED	1990527	568908741	PRJNA1199062	SAMN45810522	2016-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_2.fastq.gz	147758746;154167899	301926645	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.86164		True
AUS__SAMN45810537	AUS::SAMN45810537	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-04-01	2016-04-30	month	2016	4	PRJNA1199062				SAMN45810537		SRR31743918	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_2.fastq.gz	15228934;15252834	PAIRED	268174	77466828	PRJNA1199062	SAMN45810537	2016-04	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_2.fastq.gz	15228934;15252834	30481768	resolved_streamed_fastq_subset	PASS			100000	paired_reads						1.0		True
AUS__SAMN45810538	AUS::SAMN45810538	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810538		SRR31743852	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3853378	67.80391126954065	0.0	479	15929			True
AUS__SAMN45810571	AUS::SAMN45810571	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810571		SRR31743912	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3870974	67.80712037848872	0.0	392	20830			True
AUS__SAMN45810572	AUS::SAMN45810572	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-02-01	2016-02-29	month	2016	2	PRJNA1199062				SAMN45810572		SRR31743911	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3851202	67.82321467427572	0.0	376	20872			True
AUS__SAMN45810573	AUS::SAMN45810573	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-02-01	2016-02-29	month	2016	2	PRJNA1199062				SAMN45810573		SRR31743910	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_2.fastq.gz	350994148;369039376	PAIRED	4828790	1416474350	PRJNA1199062	SAMN45810573	2016-02	Australia: Western Australia	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_2.fastq.gz	350994148;369039376	720033524	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.9019		True
AUS__SAMN45810574	AUS::SAMN45810574	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-04-01	2016-04-30	month	2016	4	PRJNA1199062				SAMN45810574		SRR31743909	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_2.fastq.gz	111818800;117112342	PAIRED	1598183	464112059	PRJNA1199062	SAMN45810574	2016-04	Australia: Western Australia	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_2.fastq.gz	111818800;117112342	228931142	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.899596		True
AUS__SAMN08443778	AUS::SAMN08443778	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2017-01-01	2017-12-31	year	2017		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426972	SAMN08443778	RRASM_SRR8652725	SRR8652725	local_fasta					3849424	67.83	367	20942	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3849424	67.83459031792809	0.0	367	20942			True
AUS__SAMN08443780	AUS::SAMN08443780	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2017-01-01	2017-12-31	year	2017		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426928	SAMN08443780	RRASM_SRR8652770	SRR8652770	local_fasta					3869221	67.82	392	20283	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3869221	67.8172427990027	0.0	392	20283			True
AUS__SAMN45810530	AUS::SAMN45810530	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2017-12-01	2017-12-31	month	2017	12	PRJNA1199062				SAMN45810530		SRR31743925	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/025/SRR31743925/SRR31743925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/025/SRR31743925/SRR31743925_2.fastq.gz	10192663;10742906	PAIRED	147039	41044419	PRJNA1199062	SAMN45810530	2017-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/025/SRR31743925/SRR31743925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/025/SRR31743925/SRR31743925_2.fastq.gz	10192663;10742906	20935569	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.897804		True
AUS__SAMN45810524	AUS::SAMN45810524	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-01-01	2018-01-31	month	2018	1	PRJNA1199062				SAMN45810524		SRR31743932	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_2.fastq.gz	37535678;38953755	PAIRED	515623	142766819	PRJNA1199062	SAMN45810524	2018-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_2.fastq.gz	37535678;38953755	76489433	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.865372		True
AUS__SAMN45810525	AUS::SAMN45810525	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-06-01	2018-06-30	month	2018	6	PRJNA1199062				SAMN45810525		SRR31743931	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_2.fastq.gz	16319989;17249103	PAIRED	235937	66525005	PRJNA1199062	SAMN45810525	2018-06	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_2.fastq.gz	16319989;17249103	33569092	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.893969		True
AUS__SAMN45810526	AUS::SAMN45810526	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-12-01	2018-12-31	month	2018	12	PRJNA1199062				SAMN45810526		SRR31743930	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_2.fastq.gz	16253374;17292987	PAIRED	228752	66195839	PRJNA1199062	SAMN45810526	2018-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_2.fastq.gz	16253374;17292987	33546361	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.88837		True
AUS__SAMN45810527	AUS::SAMN45810527	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-07-01	2018-07-31	month	2018	7	PRJNA1199062				SAMN45810527		SRR31743929	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3846877	67.8070549175344	0.0	498	15937			True
AUS__SAMN45810528	AUS::SAMN45810528	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-08-01	2018-08-31	month	2018	8	PRJNA1199062				SAMN45810528		SRR31743928	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743928/SRR31743928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743928/SRR31743928_2.fastq.gz	22976734;24688810	PAIRED	336437	97883364	PRJNA1199062	SAMN45810528	2018-08	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743928/SRR31743928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743928/SRR31743928_2.fastq.gz	22976734;24688810	47665544	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.881817		True
AUS__SAMN45810529	AUS::SAMN45810529	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-03-01	2018-03-31	month	2018	3	PRJNA1199062				SAMN45810529		SRR31743927	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/027/SRR31743927/SRR31743927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/027/SRR31743927/SRR31743927_2.fastq.gz	10186571;10221996	PAIRED	176664	51910531	PRJNA1199062	SAMN45810529	2018-03	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/027/SRR31743927/SRR31743927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/027/SRR31743927/SRR31743927_2.fastq.gz	10186571;10221996	20408567	resolved_streamed_fastq_subset	PASS			100000	paired_reads						1.0		True
AUS__SAMN45810539	AUS::SAMN45810539	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-10-01	2018-10-31	month	2018	10	PRJNA1199062				SAMN45810539		SRR31743851	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3861028	67.81183664039733	0.0	459	20299			True
AUS__SAMN45810546	AUS::SAMN45810546	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-11-01	2018-11-30	month	2018	11	PRJNA1199062				SAMN45810546		SRR31743843	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/043/SRR31743843/SRR31743843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/043/SRR31743843/SRR31743843_2.fastq.gz	71499575;75088977	PAIRED	1023263	294021433	PRJNA1199062	SAMN45810546	2018-11	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/043/SRR31743843/SRR31743843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/043/SRR31743843/SRR31743843_2.fastq.gz	71499575;75088977	146588552	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.897334		True
AUS__SAMN45810501	AUS::SAMN45810501	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-10-01	2019-10-31	month	2019	10	PRJNA1199062				SAMN45810501		SRR31744007	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR31744007/SRR31744007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR31744007/SRR31744007_2.fastq.gz	129148068;137718345	PAIRED	1851712	535475148	PRJNA1199062	SAMN45810501	2019-10	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR31744007/SRR31744007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR31744007/SRR31744007_2.fastq.gz	129148068;137718345	266866413	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.860752		True
AUS__SAMN45810505	AUS::SAMN45810505	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-08-01	2019-08-31	month	2019	8	PRJNA1199062				SAMN45810505		SRR31743839	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/039/SRR31743839/SRR31743839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/039/SRR31743839/SRR31743839_2.fastq.gz	68090933;73080612	PAIRED	940316	276523996	PRJNA1199062	SAMN45810505	2019-08	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/039/SRR31743839/SRR31743839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/039/SRR31743839/SRR31743839_2.fastq.gz	68090933;73080612	141171545	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.863451		True
AUS__SAMN45810506	AUS::SAMN45810506	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-09-01	2019-09-30	month	2019	9	PRJNA1199062				SAMN45810506		SRR31743828	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743828/SRR31743828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743828/SRR31743828_2.fastq.gz	51859774;55691162	PAIRED	720092	212222670	PRJNA1199062	SAMN45810506	2019-09	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743828/SRR31743828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/028/SRR31743828/SRR31743828_2.fastq.gz	51859774;55691162	107550936	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.86894		True
AUS__SAMN45810507	AUS::SAMN45810507	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-10-01	2019-10-31	month	2019	10	PRJNA1199062				SAMN45810507		SRR31743914	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/014/SRR31743914/SRR31743914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/014/SRR31743914/SRR31743914_2.fastq.gz	18515018;18573404	PAIRED	322412	94610233	PRJNA1199062	SAMN45810507	2019-10	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/014/SRR31743914/SRR31743914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/014/SRR31743914/SRR31743914_2.fastq.gz	18515018;18573404	37088422	resolved_streamed_fastq_subset	PASS			100000	paired_reads						1.0		True
AUS__SAMN45810523	AUS::SAMN45810523	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-12-01	2019-12-31	month	2019	12	PRJNA1199062				SAMN45810523		SRR31743933	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/033/SRR31743933/SRR31743933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/033/SRR31743933/SRR31743933_2.fastq.gz	128167090;133860383	PAIRED	1727217	492985320	PRJNA1199062	SAMN45810523	2019-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/033/SRR31743933/SRR31743933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/033/SRR31743933/SRR31743933_2.fastq.gz	128167090;133860383	262027473	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.859207		True
AUS__SAMN45810532	AUS::SAMN45810532	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-10-01	2019-10-31	month	2019	10	PRJNA1199062				SAMN45810532		SRR31743923	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/023/SRR31743923/SRR31743923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/023/SRR31743923/SRR31743923_2.fastq.gz	27533155;29982381	PAIRED	389137	114200151	PRJNA1199062	SAMN45810532	2019-10	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/023/SRR31743923/SRR31743923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/023/SRR31743923/SRR31743923_2.fastq.gz	27533155;29982381	57515536	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.869336		True
AUS__SAMN45810545	AUS::SAMN45810545	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-05-01	2019-05-31	month	2019	5	PRJNA1199062				SAMN45810545		SRR31743844	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/044/SRR31743844/SRR31743844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/044/SRR31743844/SRR31743844_2.fastq.gz	38056372;40675118	PAIRED	575656	166109777	PRJNA1199062	SAMN45810545	2019-05	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/044/SRR31743844/SRR31743844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/044/SRR31743844/SRR31743844_2.fastq.gz	38056372;40675118	78731490	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.924879		True
AUS__SAMN45810547	AUS::SAMN45810547	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-01-01	2019-01-31	month	2019	1	PRJNA1199062				SAMN45810547		SRR31743842	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3861258	67.81098284548715	0.0	418	20676			True
AUS__SAMN45810575	AUS::SAMN45810575	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2019-03-01	2019-03-31	month	2019	3	PRJNA1199062				SAMN45810575		SRR31743908	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR31743908/SRR31743908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR31743908/SRR31743908_2.fastq.gz	291252633;304896719	PAIRED	4106388	1187997099	PRJNA1199062	SAMN45810575	2019-03	Australia: Western Australia	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR31743908/SRR31743908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR31743908/SRR31743908_2.fastq.gz	291252633;304896719	596149352	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.906154		True
AUS__SAMN45810508	AUS::SAMN45810508	focal	modern_country_time_project_lineage_cap8		AUS	Australia	Oceania	2020-01-01	2020-01-31	month	2020	1	PRJNA1199062				SAMN45810508		SRR31743903	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR31743903/SRR31743903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR31743903/SRR31743903_2.fastq.gz	119644482;128554106	PAIRED	1648697	484626169	PRJNA1199062	SAMN45810508	2020-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR31743903/SRR31743903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR31743903/SRR31743903_2.fastq.gz	119644482;128554106	248198588	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.85795		True
