tree_sample_id	genome_record_id	tree_role	country_iso3	epidemic_period	model_sublineage_id	primary_model_lineage_id	published_branch	published_lineage	published_sublineage	published_mt28_label	has_published_mt28_label	is_l10207	inside_published_mt28_mrca	published_annotation_source
CHN__SAMN42391099	CHN::SAMN42391099	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391100	CHN::SAMN42391100	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391101	CHN::SAMN42391101	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391102	CHN::SAMN42391102	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391105	CHN::SAMN42391105	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391106	CHN::SAMN42391106	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391107	CHN::SAMN42391107	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391108	CHN::SAMN42391108	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391109	CHN::SAMN42391109	focal	CHN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391110	CHN::SAMN42391110	focal	CHN	pandemic	L1_01.04	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391111	CHN::SAMN42391111	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391112	CHN::SAMN42391112	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391113	CHN::SAMN42391113	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391114	CHN::SAMN42391114	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391117	CHN::SAMN42391117	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391120	CHN::SAMN42391120	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391123	CHN::SAMN42391123	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391125	CHN::SAMN42391125	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN42391127	CHN::SAMN42391127	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN44583822	CHN::SAMN44583822	focal	CHN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156014	CHN::SAMN45156014	focal	CHN	pandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156015	CHN::SAMN45156015	focal	CHN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156016	CHN::SAMN45156016	focal	CHN	pandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156022	CHN::SAMN45156022	focal	CHN	pandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156025	CHN::SAMN45156025	focal	CHN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN45156026	CHN::SAMN45156026	focal	CHN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151934	CHN::SAMN50151934	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151935	CHN::SAMN50151935	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151936	CHN::SAMN50151936	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151937	CHN::SAMN50151937	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151938	CHN::SAMN50151938	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151939	CHN::SAMN50151939	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151940	CHN::SAMN50151940	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151941	CHN::SAMN50151941	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151942	CHN::SAMN50151942	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151943	CHN::SAMN50151943	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151944	CHN::SAMN50151944	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151945	CHN::SAMN50151945	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151946	CHN::SAMN50151946	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151947	CHN::SAMN50151947	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151948	CHN::SAMN50151948	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151949	CHN::SAMN50151949	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151950	CHN::SAMN50151950	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151951	CHN::SAMN50151951	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151952	CHN::SAMN50151952	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151953	CHN::SAMN50151953	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151954	CHN::SAMN50151954	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151957	CHN::SAMN50151957	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151959	CHN::SAMN50151959	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151960	CHN::SAMN50151960	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151961	CHN::SAMN50151961	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151966	CHN::SAMN50151966	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151967	CHN::SAMN50151967	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151968	CHN::SAMN50151968	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151969	CHN::SAMN50151969	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151970	CHN::SAMN50151970	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151971	CHN::SAMN50151971	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151972	CHN::SAMN50151972	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151973	CHN::SAMN50151973	focal	CHN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151974	CHN::SAMN50151974	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151975	CHN::SAMN50151975	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151976	CHN::SAMN50151976	focal	CHN	prepandemic	L1_01.04	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151978	CHN::SAMN50151978	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151979	CHN::SAMN50151979	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151980	CHN::SAMN50151980	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151981	CHN::SAMN50151981	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151982	CHN::SAMN50151982	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50151983	CHN::SAMN50151983	focal	CHN	prepandemic	L1_01.03	Other					FALSE	FALSE	FALSE	transmission_genome_records
CHN__SAMN50152066	CHN::SAMN50152066	focal	CHN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874185	FRA::SAMEA115874185	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874186	FRA::SAMEA115874186	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874187	FRA::SAMEA115874187	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874188	FRA::SAMEA115874188	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874189	FRA::SAMEA115874189	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874190	FRA::SAMEA115874190	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874191	FRA::SAMEA115874191	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874193	FRA::SAMEA115874193	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874194	FRA::SAMEA115874194	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874195	FRA::SAMEA115874195	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874196	FRA::SAMEA115874196	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874198	FRA::SAMEA115874198	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874200	FRA::SAMEA115874200	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874201	FRA::SAMEA115874201	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874203	FRA::SAMEA115874203	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874206	FRA::SAMEA115874206	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874207	FRA::SAMEA115874207	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874208	FRA::SAMEA115874208	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874211	FRA::SAMEA115874211	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874212	FRA::SAMEA115874212	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874213	FRA::SAMEA115874213	focal	FRA	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874214	FRA::SAMEA115874214	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874215	FRA::SAMEA115874215	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 2		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874216	FRA::SAMEA115874216	focal	FRA	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874218	FRA::SAMEA115874218	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874219	FRA::SAMEA115874219	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874220	FRA::SAMEA115874220	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874222	FRA::SAMEA115874222	focal	FRA	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874224	FRA::SAMEA115874224	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874225	FRA::SAMEA115874225	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874226	FRA::SAMEA115874226	focal	FRA	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874228	FRA::SAMEA115874228	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874229	FRA::SAMEA115874229	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874235	FRA::SAMEA115874235	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874237	FRA::SAMEA115874237	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874240	FRA::SAMEA115874240	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874241	FRA::SAMEA115874241	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874242	FRA::SAMEA115874242	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874243	FRA::SAMEA115874243	focal	FRA	resurgence	L1_01.02	L1_01.02	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874245	FRA::SAMEA115874245	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1		FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874248	FRA::SAMEA115874248	focal	FRA	resurgence	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA115874249	FRA::SAMEA115874249	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA117615782	FRA::SAMEA117615782	focal	FRA	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA117615783	FRA::SAMEA117615783	focal	FRA	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA117615785	FRA::SAMEA117615785	focal	FRA	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA117615786	FRA::SAMEA117615786	focal	FRA	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA4700352	FRA::SAMEA4700352	focal	FRA	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMEA751372	FRA::SAMEA751372	focal	FRA	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMN03366100	FRA::SAMN03366100	focal	FRA	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMN03491902	FRA::SAMN03491902	focal	FRA	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMN03491903	FRA::SAMN03491903	focal	FRA	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMN09862835	FRA::SAMN09862835	focal	FRA	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
FRA__SAMN42490576	FRA::SAMN42490576	focal	FRA	resurgence	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00328188	JPN::SAMD00328188	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00328195	JPN::SAMD00328195	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00328201	JPN::SAMD00328201	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00328237	JPN::SAMD00328237	focal	JPN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00549575	JPN::SAMD00549575	focal	JPN	prepandemic	L1_01.03	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00549621	JPN::SAMD00549621	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00549631	JPN::SAMD00549631	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00549636	JPN::SAMD00549636	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00570793	JPN::SAMD00570793	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00570813	JPN::SAMD00570813	focal	JPN	pandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00872997	JPN::SAMD00872997	focal	JPN	prepandemic	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00892038	JPN::SAMD00892038	focal	JPN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00920274	JPN::SAMD00920274	focal	JPN	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD00920281	JPN::SAMD00920281	focal	JPN	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD01593372	JPN::SAMD01593372	focal	JPN	resurgence	L1_01.02	L1_01.02					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD01697919	JPN::SAMD01697919	focal	JPN	resurgence	L1_02.06	L1_02.06					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMD01797761	JPN::SAMD01797761	focal	JPN	resurgence	L1_02.05	L1_02.05					FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41186668	JPN::SAMEA41186668	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41187418	JPN::SAMEA41187418	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41188918	JPN::SAMEA41188918	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41194168	JPN::SAMEA41194168	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41197168	JPN::SAMEA41197168	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41200168	JPN::SAMEA41200168	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41205418	JPN::SAMEA41205418	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41211418	JPN::SAMEA41211418	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41214418	JPN::SAMEA41214418	focal	JPN	prepandemic	L1_02.06	L1_02.06	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41216668	JPN::SAMEA41216668	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41218168	JPN::SAMEA41218168	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	others			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41218918	JPN::SAMEA41218918	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41224918	JPN::SAMEA41224918	focal	JPN	prepandemic	L1_03.09	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41226418	JPN::SAMEA41226418	focal	JPN	prepandemic	L1_01.01	Other	Branch_IIb	ptxP1/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41227918	JPN::SAMEA41227918	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41231668	JPN::SAMEA41231668	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41239918	JPN::SAMEA41239918	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41240668	JPN::SAMEA41240668	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-2			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41241418	JPN::SAMEA41241418	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
JPN__SAMEA41242918	JPN::SAMEA41242918	focal	JPN	prepandemic	L1_02.05	L1_02.05	Branch_IIb	ptxP3/fim3-1			FALSE	FALSE	FALSE	transmission_genome_records
