tree_sample_id	level 1	level 2	tree_role	country_iso3	date_lower	date_upper	date_resolution	year	month	epidemic_period	project_id	preliminary_lineage_id	model_lineage_id	model_sublineage_id	lineage_definition_method	lineage_definition_seed	lineage_definition_n_pops
BEL__SAMEA117989520	2	6	focal	BEL	2020-03-23	2020-03-23	day	2020	3	pandemic	PRJEB88325	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989521	2	6	focal	BEL	2020-04-07	2020-04-07	day	2020	4	pandemic	PRJEB88325	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989522	2	6	focal	BEL	2020-04-09	2020-04-09	day	2020	4	pandemic	PRJEB88325	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989523	2	6	focal	BEL	2020-04-24	2020-04-24	day	2020	4	pandemic	PRJEB88325	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989524	2	5	focal	BEL	2020-05-20	2020-05-20	day	2020	5	pandemic	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989525	2	6	focal	BEL	2022-08-01	2022-08-01	day	2022	8	pandemic	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989526	2	6	focal	BEL	2022-11-14	2022-11-14	day	2022	11	pandemic	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989527	2	6	focal	BEL	2022-11-25	2022-11-25	day	2022	11	pandemic	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989528	2	6	focal	BEL	2023-01-23	2023-01-23	day	2023	1	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989529	2	6	focal	BEL	2023-03-31	2023-03-31	day	2023	3	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989530	2	6	focal	BEL	2023-04-21	2023-04-21	day	2023	4	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989531	2	6	focal	BEL	2023-04-21	2023-04-21	day	2023	4	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989532	2	6	focal	BEL	2023-04-25	2023-04-25	day	2023	4	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989533	2	6	focal	BEL	2023-05-08	2023-05-08	day	2023	5	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989534	2	6	focal	BEL	2023-05-09	2023-05-09	day	2023	5	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989535	2	6	focal	BEL	2023-05-14	2023-05-14	day	2023	5	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989536	2	6	focal	BEL	2023-05-24	2023-05-24	day	2023	5	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989537	2	6	focal	BEL	2023-06-01	2023-06-01	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989538	2	6	focal	BEL	2023-06-07	2023-06-07	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989539	2	6	focal	BEL	2023-06-07	2023-06-07	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989540	2	6	focal	BEL	2023-06-12	2023-06-12	day	2023	6	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989541	1	2	focal	BEL	2023-06-12	2023-06-12	day	2023	6	resurgence	PRJEB88325	others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989542	2	6	focal	BEL	2023-06-12	2023-06-12	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989543	2	6	focal	BEL	2023-06-09	2023-06-09	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989544	2	6	focal	BEL	2023-06-20	2023-06-20	day	2023	6	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989545	2	7	focal	BEL	2023-07-07	2023-07-07	day	2023	7	resurgence	PRJEB88325	MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989546	1	2	focal	BEL	2023-07-10	2023-07-10	day	2023	7	resurgence	PRJEB88325	others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989547	2	5	focal	BEL	2023-07-03	2023-07-03	day	2023	7	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989548	2	6	focal	BEL	2023-07-19	2023-07-19	day	2023	7	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989549	2	6	focal	BEL	2023-07-24	2023-07-24	day	2023	7	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989550	1	2	focal	BEL	2023-07-25	2023-07-25	day	2023	7	resurgence	PRJEB88325	others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989551	2	6	focal	BEL	2023-07-20	2023-07-20	day	2023	7	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989552	2	6	focal	BEL	2023-07-30	2023-07-30	day	2023	7	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989553	2	6	focal	BEL	2023-07-27	2023-07-27	day	2023	7	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989554	2	6	focal	BEL	2023-07-28	2023-07-28	day	2023	7	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989555	2	6	focal	BEL	2023-08-01	2023-08-01	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989556	2	6	focal	BEL	2023-08-04	2023-08-04	day	2023	8	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989557	2	6	focal	BEL	2023-08-07	2023-08-07	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989558	2	6	focal	BEL	2023-08-21	2023-08-21	day	2023	8	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989559	2	6	focal	BEL	2023-08-22	2023-08-22	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989560	2	6	focal	BEL	2023-08-28	2023-08-28	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989561	2	6	focal	BEL	2023-08-28	2023-08-28	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989562	2	6	focal	BEL	2023-08-26	2023-08-26	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989564	2	6	focal	BEL	2023-08-31	2023-08-31	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989565	2	6	focal	BEL	2023-08-30	2023-08-30	day	2023	8	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989567	2	6	focal	BEL	2023-09-07	2023-09-07	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989568	2	6	focal	BEL	2023-09-08	2023-09-08	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989569	2	6	focal	BEL	2023-09-08	2023-09-08	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989570	2	6	focal	BEL	2023-09-08	2023-09-08	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989571	2	6	focal	BEL	2023-09-14	2023-09-14	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989572	2	6	focal	BEL	2023-09-19	2023-09-19	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989573	2	7	focal	BEL	2023-09-25	2023-09-25	day	2023	9	resurgence	PRJEB88325	MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989574	2	6	focal	BEL	2023-09-25	2023-09-25	day	2023	9	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989575	2	6	focal	BEL	2023-09-26	2023-09-26	day	2023	9	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989576	2	6	focal	BEL	2023-10-02	2023-10-02	day	2023	10	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989577	2	6	focal	BEL	2023-10-05	2023-10-05	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989578	2	6	focal	BEL	2023-10-08	2023-10-08	day	2023	10	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989579	2	5	focal	BEL	2023-10-12	2023-10-12	day	2023	10	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989580	2	6	focal	BEL	2023-10-13	2023-10-13	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989581	2	6	focal	BEL	2023-10-18	2023-10-18	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989582	2	6	focal	BEL	2023-10-19	2023-10-19	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989583	2	6	focal	BEL	2023-10-17	2023-10-17	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989584	1	2	focal	BEL	2023-10-31	2023-10-31	day	2023	10	resurgence	PRJEB88325	others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989585	2	6	focal	BEL	2023-10-30	2023-10-30	day	2023	10	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989586	2	6	focal	BEL	2023-11-06	2023-11-06	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989587	2	6	focal	BEL	2023-11-08	2023-11-08	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989588	2	5	focal	BEL	2023-11-13	2023-11-13	day	2023	11	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989589	2	6	focal	BEL	2023-11-14	2023-11-14	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989590	2	6	focal	BEL	2023-11-14	2023-11-14	day	2023	11	resurgence	PRJEB88325	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989592	2	5	focal	BEL	2023-11-16	2023-11-16	day	2023	11	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989593	2	6	focal	BEL	2023-11-20	2023-11-20	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989594	2	6	focal	BEL	2023-11-27	2023-11-27	day	2023	11	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989595	2	6	focal	BEL	2023-11-27	2023-11-27	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989596	2	6	focal	BEL	2023-11-27	2023-11-27	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989597	2	6	focal	BEL	2023-11-26	2023-11-26	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989598	2	6	focal	BEL	2023-11-29	2023-11-29	day	2023	11	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989599	1	2	focal	BEL	2023-12-05	2023-12-05	day	2023	12	resurgence	PRJEB88325	others	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989601	2	6	focal	BEL	2023-12-11	2023-12-11	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989604	2	6	focal	BEL	2023-12-11	2023-12-11	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989605	2	6	focal	BEL	2023-12-14	2023-12-14	day	2023	12	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989606	2	6	focal	BEL	2023-12-15	2023-12-15	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989608	2	5	focal	BEL	2023-12-19	2023-12-19	day	2023	12	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989610	2	5	focal	BEL	2023-12-20	2023-12-20	day	2023	12	resurgence	PRJEB88325	ptxP3/fim3-2	L1_02	L1_02.05	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989611	2	6	focal	BEL	2023-12-22	2023-12-22	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989612	2	6	focal	BEL	2023-12-20	2023-12-20	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989613	2	7	focal	BEL	2023-12-26	2023-12-26	day	2023	12	resurgence	PRJEB88325	MS-MT28	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989614	2	6	focal	BEL	2023-12-31	2023-12-31	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989615	2	6	focal	BEL	2023-12-31	2023-12-31	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989616	2	6	focal	BEL	2023-12-31	2023-12-31	day	2023	12	resurgence	PRJEB88325	Europe sublineage 2	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
BEL__SAMEA117989617	2	6	focal	BEL	2023-12-31	2023-12-31	day	2023	12	resurgence	PRJEB88325	Europe sublineage 1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN03249373	3	8	focal	CHN	1951-01-01	1951-12-31	year	1951		prepandemic	PRJNA266616	ptxP1/fim3-1	L1_03	L1_03.08	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN22851881	3	8	focal	CHN	1951-01-01	1951-12-31	year	1951		prepandemic	PRJNA777368	ptxP1/fim3-1	L1_03	L1_03.08	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947459	2	6	focal	CHN	2013-01-01	2013-12-31	year	2013		prepandemic	PRJNA489102		L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947460	1	2	focal	CHN	2013-01-01	2013-12-31	year	2013		prepandemic	PRJNA489102	ptxP1/fim3-4	L1_01	L1_01.02	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947464	1	3	focal	CHN	2013-01-01	2013-12-31	year	2013		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947467	1	4	focal	CHN	2014-01-01	2014-12-31	year	2014		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947473	1	4	focal	CHN	2014-01-01	2014-12-31	year	2014		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947475	1	3	focal	CHN	2014-01-01	2014-12-31	year	2014		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN11295233	1	4	focal	CHN	2014-09-25	2014-09-25	day	2014	9	prepandemic	PRJNA530108	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07326325	1	3	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329769	1	4	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329777	2	6	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329779	1	4	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329785	2	7	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329787	1	4	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947486	1	3	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947492	1	4	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA489102	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN09947493	1	4	focal	CHN	2015-01-01	2015-12-31	year	2015		prepandemic	PRJNA489102		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329781	1	4	focal	CHN	2016-01-01	2016-12-31	year	2016		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329782	1	4	focal	CHN	2016-01-01	2016-12-31	year	2016		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN07329783	1	3	focal	CHN	2016-01-01	2016-12-31	year	2016		prepandemic	PRJNA393244	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
